Camilo	B-PESSOA
mãe	O
e	O
os	O
meus	O
irmãos.	O
Como	O
eram	O
divididas	O
as	O
tarefas?	O
Um	O
ia	O
com	O
as	O
ovelhas,	O
outras	O
com	O
as	O
cabras	O
e	O
outros	O
lavravam	O
as	O
terras.	O
Quais	O
eram	O
os	O
momentos	O
mais	O
marcantes	O
na	O
sua	O
família?	O
A	O
primeira	O
vez	O
que	O
calcei	O
umas	O
botas	O
tinha	O
18	B-VALOR
anos	I-VALOR
.	O
Em	O
que	O
local	O
ficava	O
a	O
sua	O
casa?	O
Ficava	O
onde	O
é	O
a	O
central.	O
Gostava	O
da	O
sua	O
casa?	O
Gostava.	O
Qual	O
era	O
a	O
actividade	O
dos	O
seus	O
pais?	O
Trabalhavam	O
na	O
agricultura.	O
Quem	O
tinha	O
mais	O
autoridade	O
na	O
família?	O
Era	O
o	O
pai.	O
Como	O
descreveria	O
o	O
seu	O
pai?	O
O	O
meu	O
pai	O
era	O
médio.	O
Como	O
descreveria	O
a	O
sua	O
mãe?	O
Era	O
gorda.	O
Você	O
relacionava-se	O
melhor	O
com	O
algum	O
deles?	O
Porquê?	O
Mais	O
com	O
a	O
mãe	O
porque	O
era	O
mais	O
boa.	O
Como	O
descreveria	O
os	O
seus	O
irmãos?	O
Eram	O
bons.	O
Como	O
era	O
a	O
relação	O
entre	O
vocês?	O
Dávamo-nos	O
bem.	O
Convivia	O
com	O
que	O
membros	O
da	O
família?	O
Com	O
todos	O
e	O
com	O
um	O
bando	O
de	O
cabras	O
e	O
vacas.	O
Quais	O
as	O
actividades	O
incentivadas	O
pela	O
sua	O
família?	O
Gosto	O
de	O
lavrar	O
com	O
arados	O
de	O
paus.	O

Quando	O
é	O
que	O
entrou	O
na	O
escola?	O
Entrei	O
com	O
7	B-VALOR
anos	I-VALOR
.	O
Qual	O
foi	O
a	O
sua	O
primeira	O
escola?	O
Foi	O
no	O
Antigo	B-LOCAL
de	I-LOCAL
Viade	I-LOCAL
.	O
Qual	O
é	O
a	O
sua	O
lembrança	O
mais	O
forte	O
da	O
escola?	O
De	O
ir	O
a	O
pé	O
e	O
voltar	O
a	O
pé.	O
Levava	O
um	O
saco	O
com	O
broa	O
e	O
carne	O
forda.	O
Como	O
é	O
que	O
descreveria	O
a	O
educação	O
que	O
recebeu?	O
Foi	O
boa	O
além	O
de	O
não	O
haver	O
comida.	O
Quais	O
as	O
principais	O
características	O
dessa	O
educação?	O
Era	O
dada	O
pela	O
mãe	O
e	O
do	O
pai.	O
O	O
que	O
é	O
que	O
essa	O
educação	O
influenciou	O
a	O
sua	O
personalidade?	O
Acho	O
que	O
havia	O
mais	O
educação.	O
Até	O
que	O
idade	O
estudou?	O
Estudei	O
pouco,	O
entrei	O
com	O
7	B-VALOR
anos	I-VALOR
saí	O
com	O
11	B-VALOR
anos	I-VALOR
.	O
Como	O
ia	O
para	O
a	O
escola?	O
Ia	O
a	O
pé	O
7	B-VALOR
km	I-VALOR
.	O
Como	O
é	O
que	O
se	O
descreveria	O
como	O
criança?	O
Era	O
como	O
vós	O
hoje.	O
Como	O
era	O
a	O
sua	O
relação	O
com	O
os	O
amigos?	O
Era	O
malhar	O
o	O
corpo	O
aos	O
outros.	O
Como	O
era	O
a	O
relação	O
com	O
a	O
família?	O
Éramos	O
amigos.	O
O	O
que	O
queria	O
ser	O
quando	O
crescesse?	O
Motorista.	O
Quais	O
eram	O
as	O
suas	O
brincadeiras	O
preferidas?	O
À	O
choca	O
e	O
jogar	O
à	O
bola	O
feita	O
de	O
trapos.	O
Quando	O
é	O
que	O
saiu	O
da	O
casa	O
dos	O
seus	O
pais?	O
Porquê?	O
Conte-nos	O
como	O
foi	O
essa	O
mudança	O
de	O
casa.	O
Saí	O
quando	O
tinha	O
18	B-VALOR
anos	I-VALOR
porque	O
queria	O
ser	O
independente.	O
A	O
mudança	O
de	O
casa	O
foi	O
triste.	O
É	O
casado?	O
Conte-nos	O
como	O
foi	O
o	O
seu	O
casamento	O
e	O
o	O
namoro.	O
Sou.	O
Escrevíamos	O
por	O
cartas.	O
Tem	O
filhos?	O
Tenho.	O
Tem	O
netos?	O
Tenho	O
6	B-VALOR
netos.	O
Quando	O
é	O
que	O
chegou	O
a	O
Pisões	B-LOCAL
?	O
Eu	O
morei	O
sempre	O
aqui.	O
Morei	O
sempre	O
na	O
moagem	O
no	O
meio	O
do	O
monte.	O
Qual	O
foi	O
a	O
sua	O
primeira	O
impressão	O
da	O
aldeia?	O
Foi	O
sempre	O
bonita.	O
Qual	O
é	O
a	O
lembrança	O
desta	O
aldeia?	O
Eram	O
os	O
moinhos.	O
Como	O
escolheu	O
o	O
queria	O
fazer?	O
Porquê?	O
Queria	O
saber	O
ler	O
e	O
escrever.	O
O	O
que	O
fez	O
depois	O
disso?	O
Fui	O
tirar	O
a	O
carta	O
de	O
condução.	O
Gostaria	O
de	O
ter	O
continuado	O
a	O
estudar?	O
Gostava.	O
Qual	O
foi	O
o	O
seu	O
primeiro	O
trabalho?	O
Era	O
ir	O
com	O
as	O
cabras	O
e	O
lavrar	O
nos	O
campos	O
do	O
meu	O
pai.	O

Foi	O
escolha	O
própria	O
ou	O
por	O
pressão	O
familiar?	O
Porque	O
a	O
família	O
precisava.	O
Gosta	O
do	O
que	O
faz	O
profissionalmente?	O
Gostava	O
do	O
que	O
fazia.	O
Se	O
nascesse	O
novamente	O
escolheria	O
a	O
mesma	O
profissão?	O
Não.	O
Com	O
quem	O
mora	O
actualmente?	O
Com	O
a	O
mulher	O
e	O
com	O
os	O
filhos.	O
Actualmente,	O
qual	O
é	O
a	O
actividade	O
mais	O
importante	O
da	O
sua	O
vida?	O
É	O
ser	O
motorista.	O
Quais	O
são	O
as	O
suas	O
principais	O
preocupações?	O
É	O
fazer	O
tudo	O
bem	O
feito.	O
O	O
que	O
é	O
que	O
faz	O
nas	O
suas	O
horas	O
de	O
lazer?	O
Vou	O
ver	O
os	O
campos.	O
Qual	O
é	O
o	O
seu	O
maior	O
desejo?	O
É	O
comprar	O
um	O
bom	O
carro.	O
O	O
que	O
espera	O
da	O
vida?	O
Que	O
melhore.	O
Teve	O
alguma	O
decepção?	O
Sim.	O
Quais	O
são	O
os	O
seus	O
sonhos?	O
É	O
que	O
a	O
vida	O
corra	O
melhor	O
do	O
que	O
tem	O
corrido.	O
Qual	O
é	O
a	O
sua	O
melhor	O
qualidade?	O
É	O
o	O
descanso	O
onde	O
tenho	O
pouco	O
tempo	O
para	O
descansar.	O
Tem	O
facilidade	O
nos	O
relacionamentos?	O
Não.	O
Como	O
descreveria	O
a	O
sua	O
vida	O
hoje?	O
Que	O
a	O
vida	O
hoje	O
é	O
mais	O
fácil	O
O	O
que	O
achou	O
da	O
entrevista?	O
Muito	O
boa.	O

